Rank,Company,Industry,City,State,Zip Code,Website,Employees,Revenue,CEO
437,Oscar Health,Health Care: Insurance and Managed Care,New York,New York,10013,hioscar.com,2400,"$ 9,178,000,000",Mark Bertolini
438,Ovintiv,"Mining, Crude-Oil Production",Denver,Colorado,80202,ovintiv.com,1623,"$ 9,152,000,000",Brendan McCracken
439,Seaboard,Food Production,Merriam,Kansas,66202,seaboardcorp.com,14000,"$ 9,100,000,000",Robert Steer
440,Hertz,"Automotive Retailing, Services",Estero,Florida,33928,hertz.com,26000,"$ 9,049,000,000",Gil West
441,Skechers U.S.A.,Apparel,Manhattan Beach,California,90266,skechers.com,15100,"$ 8,969,000,000",Robert Greenberg
442,Altice USA,Telecommunications,Long Island City,New York,11101,alticeusa.com,10900,"$ 8,954,000,000",Dennis Mathew
443,NOV,"Oil and Gas Equipment, Services",Houston,Texas,77042,nov.com,34010,"$ 8,870,000,000",Clay Williams
444,Graphic Packaging,"Packaging, Containers",Atlanta,Georgia,30328,graphicpkg.com,23000,"$ 8,807,000,000",Michael Doss
445,Avery Dennison,"Packaging, Containers",Mentor,Ohio,44060,averydennison.com,35000,"$ 8,756,000,000",Deon Stander
446,Equinix,Real Estate,Redwood City,California,94065,equinix.com,13606,"$ 8,748,000,000",Adaire Fox-Martin
447,Insight Enterprises,Information Technology Services,Chandler,Arizona,85286,insight.com,14324,"$ 8,702,000,000",Joyce Mullen
448,Sirius XM,Entertainment,New York,New York,10020,siriusxm.com,5515,"$ 8,699,000,000",Jennifer Witz
449,PVH,Apparel,New York,New York,10017,pvh.com,22000,"$ 8,653,000,000",Stefan Larsson
450,CenterPoint Energy,Utilities: Gas and Electric,Houston,Texas,77002,centerpointenergy.com,8872,"$ 8,643,000,000",Jason Wells
451,WEC Energy,Utilities: Gas and Electric,Milwaukee,Wisconsin,53203,wecenergygroup.com,7017,"$ 8,600,000,000",Scott Lauber
452,Xylem,Industrial Machinery,Washington,District Of Columbia,20003,xylem.com,23000,"$ 8,562,000,000",Matthew Pine
453,Franklin Resources,Securities,San Mateo,California,94403,franklinresources.com,10200,"$ 8,478,000,000",Jennifer Johnson
454,PPL,Utilities: Gas and Electric,Allentown,Pennsylvania,18101,pplweb.com,6653,"$ 8,462,000,000",Vincent Sorgi
455,Workday,Computer Software,Pleasanton,California,94588,workday.com,20482,"$ 8,446,000,000",Carl Eschenbach
456,Dover,Industrial Machinery,Downers Grove,Illinois,60515,dovercorporation.com,24000,"$ 8,424,000,000",Richard Tobin
457,Packaging Corp. of America,"Packaging, Containers",Lake Forest,Illinois,60045,packagingcorp.com,15400,"$ 8,383,000,000",Mark Kowlzan
458,ABM Industries,Diversified Outsourcing Services,New York,New York,10006,abm.com,117000,"$ 8,359,000,000",Scott Salmirs
459,Intuitive Surgical,Medical Products and Equipment,Sunnyvale,California,94086,intuitive.com,15638,"$ 8,352,000,000",Gary Guthart
460,American Financial,Insurance: Property and Casualty (Stock),Cincinnati,Ohio,45202,afginc.com,8700,"$ 8,324,000,000",Carl Lindner lll
461,Rockwell Automation,"Electronics, Electrical Equip.",Milwaukee,Wisconsin,53204,rockwellautomation.com,27000,"$ 8,264,000,000",Blake Moret
462,Solventum,Medical Products and Equipment,Maplewood,Minnesota,55144,solventum.com,22000,"$ 8,254,000,000",Bryan Hanson
463,Old Republic International,Insurance: Property and Casualty (Stock),Chicago,Illinois,60601,oldrepublic.com,9400,"$ 8,232,000,000",Craig Smiddy
464,Securian Financial,"Insurance: Life, Health (Stock)",St. Paul,Minnesota,55101,securian.com,5570,"$ 8,226,000,000",Christopher Hilger
465,Prologis,Real Estate,San Francisco,California,94111,prologis.com,2703,"$ 8,202,000,000",Hamid Moghadam
466,J.M. Smucker,Food Consumer Products,Orrville,Ohio,44667,jmsmucker.com,9000,"$ 8,179,000,000",Mark Smucker
467,Taylor Morrison Home,Homebuilders,Scottsdale,Arizona,85251,taylormorrison.com,3000,"$ 8,168,000,000",Sheryl Palmer
468,XPO,Transportation and Logistics,Greenwich,Connecticut,6831,xpo.com,39500,"$ 8,072,000,000",Mario Harik
469,Voya Financial,Diversified Financials,New York,New York,10169,voya.com,10000,"$ 8,050,000,000",Heather Lavallee
470,Palo Alto Networks,Network and Other Communications Equipment,Santa Clara,California,95054,paloaltonetworks.com,15289,"$ 8,028,000,000",Nikesh Arora
471,Vertiv s,"Electronics, Electrical Equip.",Westerville,Ohio,43082,vertiv.com,31000,"$ 8,012,000,000",Giordano Albertazzi
472,Welltower,Real Estate,Toledo,Ohio,43615,welltower.com,685,"$ 7,991,000,000",Shankh Mitra
473,Foot Locker,Specialty Retailers: Apparel,New York,New York,10001,footlocker.com,30223,"$ 7,988,000,000",Mary Dillon
474,Par Pacific,Petroleum Refining,Houston,Texas,77024,parpacific.com,1787,"$ 7,975,000,000",William Monteleone
475,TransDigm,Aerospace & Defense,Cleveland,Ohio,44115,transdigm.com,16600,"$ 7,940,000,000",Kevin Stein
476,Commercial Metals,Metals,Irving,Texas,75039,cmc.com,13178,"$ 7,926,000,000",Peter Matt
477,Post s,Food Consumer Products,St. Louis,Missouri,63144,postholdings.com,11480,"$ 7,923,000,000",Robert Vitale
478,Masco,"Home Equipment, Furnishings",Livonia,Michigan,48152,masco.com,18000,"$ 7,828,000,000",Keith Allman
479,Rush Enterprises,"Automotive Retailing, Services",New Braunfels,Texas,78130,rushenterprises.com,7882,"$ 7,805,000,000",Rush
480,KBR,Information Technology Services,Houston,Texas,77002,kbr.com,38000,"$ 7,742,000,000",Stuart Bradie
481,Sprouts Farmers Market,Food & Drug Stores,Phoenix,Arizona,85054,sprouts.com,35000,"$ 7,719,000,000",Jack Sinclair
482,Williams-Sonoma,Specialty Retailers: Other,San Francisco,California,94109,williams-sonomainc.com,19600,"$ 7,712,000,000",Laura Alber
483,Zimmer Biomet s,Medical Products and Equipment,Warsaw,Indiana,46580,zimmerbiomet.com,17000,"$ 7,679,000,000",Ivan Tornos
484,CACI International,Information Technology Services,Reston,Virginia,20190,caci.com,24000,"$ 7,660,000,000",John Mengucci
485,Microchip Technology,Semiconductors and Other Electronic Components,Chandler,Arizona,85224,microchip.com,22300,"$ 7,634,000,000",Steve Sanghi
486,Watsco,Wholesalers: Diversified,Miami,Florida,33133,watsco.com,7258,"$ 7,618,000,000",Albert Nahmad
487,Newell Brands,"Home Equipment, Furnishings",Atlanta,Georgia,30328,newellbrands.com,23700,"$ 7,582,000,000",Christopher Peterson
488,ARKO,Specialty Retailers: Other,Richmond,Virginia,23227,arkocorp.com,11772,"$ 7,571,000,000",Arie Kotler
489,Sanmina,Semiconductors and Other Electronic Components,San Jose,California,95134,sanmina.com,34500,"$ 7,568,000,000",Jure Sola
490,Electronic Arts,Entertainment,Redwood City,California,94065,ea.com,13700,"$ 7,562,000,000",Andrew Wilson
491,Yum Brands,Food Services,Louisville,Kentucky,40213,yum.com,31691,"$ 7,549,000,000",David Gibbs
492,Fastenal,Wholesalers: Diversified,Winona,Minnesota,55987,fastenal.com,20958,"$ 7,546,000,000",Daniel Florness
493,CMS Energy,Utilities: Gas and Electric,Jackson,Michigan,49201,cmsenergy.com,8324,"$ 7,515,000,000",Garrick Rochow
494,Monster Beverage,Beverages,Corona,California,92879,monsterbevcorp.com,6043,"$ 7,493,000,000",Rodney Sacks
495,Endeavor,Entertainment,Beverly Hills,California,90210,endeavorco.com,10000,"$ 7,483,000,000",Mark Shapiro
496,Science Applications International,Information Technology Services,Reston,Virginia,20190,saic.com,24000,"$ 7,479,000,000",Toni Townes-Whitley
497,Core & Main,Wholesalers: Diversified,St. Louis,Missouri,63146,coreandmain.com,5700,"$ 7,441,000,000",Mark Witkowski
498,Howmet Aerospace,Aerospace & Defense,Pittsburgh,Pennsylvania,15212,howmet.com,23930,"$ 7,430,000,000",John Plant
498,Ingredion,Food Production,Westchester,Illinois,60154,ingredion.com,11200,"$ 7,430,000,000",James Zallie
500,Vulcan Materials,"Building Materials, Glass",Birmingham,Alabama,35242,vulcanmaterials.com,11971,"$ 7,418,000,000",Thomas Hill
